Word	Semilar
góp_nhặt	cóp_nhặt
góp_nhặt	gom_nhặt
góp_nhặt	gom_nhóp
góp_nhặt	góp_nhóp
gôn	cầu_môn
gông_cùm	gông_xiềng
gõ	khỏ
gùi	cùi
gùn	gút
găm	cài
găm	ghim
găng	bao_tay
găng	bít_tất_tay
găng	găng_tay
găng	căng_thẳng
gượm	hượm
gượng	gượng_gạo
gượng_gạo	gượng_gập
gượng_nhẹ	bào_chữa
gượng_nhẹ	biện_hộ
gượng_ép	khiên_cưỡng
gạ	gạ_gẫm
gạch	vạch
gạch_hoa	gạch_bông
gại	liếc
gạn	chắt
gạn	gặng
gạn_lọc	chắt_lọc
gạn_lọc	sàng_lọc
gả	gả_bán
gảy	khảy
gấp	cấp
gấu	lai
gấy_sốt	ngấy_sốt
gầm_ghè	hầm_hè
gầm_ghè	hằm_hừ
gầm_ghè	gầm_gừ
gần	cận
gần_gũi	gần_gụi
gần_xa	xa_gần
gầy	ốm
gầy_guộc	gầy_đét
gầy_nhom	ốm_nhom
gầy_đét	gầy_guộc
gầy_đét	ốm_nhách
gầy_đét	tong_teo
gập_ghềnh	khấp_khểnh
gắn	lắp
gắng	cố
gắng	cố_gắng
gắng_công	gắng_sức
gắng_sức	gắng_công
gắt	bẳn
gắt	cáu
gắt	gắt_gao
gắt_gỏng	cáu_kỉnh
gặng	gạn
gặp_mặt	họp_mặt
gọi	đòi
gọn	gọn_gàng
gọn	gọn_ghẽ
gọn_ghẽ	gọn_gàng
gọn_gàng	gọn_ghẽ
gọn_nhẹ	cồng_kềnh
gọn_nhẹ	rườm_rà
gọt_giũa	đẽo_gọt
gọt_giũa	mài_giũa
gọt_giũa	trau_chuốt
gốc_gác	gốc_tích
gốc_gác	tông_tích
gốc_rễ	cỗi_rễ
gốc_rễ	cội_rễ
gốc_tích	gốc_gác
gốc_tích	tông_tích
gồ_ghề	mấp_mô
gồng_gánh	gánh_gồng
gột_rửa	tẩy_rửa
gớm	ghê
gớm	khiếp
gớm	kinh
gớm_ghiếc	gớm_guốc
gợn	dợn
gợn	bợn
gụ	gõ
gục	quỵ
ham	ham_mê
ham_chuộng	ưa_chuộng
ham_hố	hám
ham_mê	đam_mê
ham_mê	say_mê
hang_ổ	sào_huyệt
hanh	hanh_hao
hao	hao_hụt
hao_hao	na_ná
hao_phí	hao_tổn
hao_tổn	hao_phí
hao_tổn	tổn_hao
hay	năng
hay	hay_là
hay	hoặc
hay_ho	hay_hớm
hen	hen_suyễn
hen	suyễn
heo_hút	hẻo_lánh
hi_vọng	mong
hiu_hắt	hắt_hiu
hiu_hắt	heo_hắt
hiu_quạnh	quạnh_hiu
hiu_quạnh	quạnh_vắng
hiên	hè
hiên	thềm
hiếm	hi_hữu
hiếm	hãn_hữu
hiến	dâng_hiến
hiến	hiến_dâng
hiến_dâng	dâng_hiến
hiếp	hà_hiếp
hiếp	hiếp_đáp
hiếu_thảo	hiếu_hạnh
hiềm_khích	hiềm_thù
hiềm_nghi	hoài_nghi
hiềm_nghi	hồ_nghi
hiềm_thù	hiềm_khích
hiền	ác
hiền	dữ
hiền_hậu	đôn_hậu
hiền_hậu	hồn_hậu
hiền_lành	hiền_từ
hiền_từ	hiền_hậu
hiền_từ	hiền_lành
hiền_từ	nhân_hậu
hiểm	nguy_hiểm
hiểm_hoạ	thảm_hoạ
hiểm_hóc	hóc_hiểm
hiểm_yếu	trọng_yếu
hiểm_yếu	xung_yếu
hiện	bây_giờ
hiện	giờ
hiện	hiện_giờ
hiện_giờ	hiện_nay
hiện_hình	hiện_ảnh
hiện_nay	hiện_giờ
hiện_nay	hiện_thời
hiện_đại	đương_đại
hiệp_lực	hợp_lực
hiệp_sĩ	hiệp_khách
hiệp_thương	hội_thương
hiệp_định	hiệp_nghị
hiệp_đồng	hợp_đồng
hiệu	tiệm
hiệu_nghiệm	kiến_hiệu
hiệu_ứng_nhà_kính	hiệu_ứng_lồng_kính
ho_he	hó_hé
hoa	huê
hoa_hồng	hoả_hồng
hoa_hồng	huê_hồng
hoa_lá	hoa_lá_cành
hoa_lệ	tráng_lệ
hoa_lợi	huê_lợi
hoa_tai	bông_tai
hoa_tai	hoãn
hoa_tai	trằm
hoan_hỉ	hân_hoan
hoang	hoang_phí
hoang	hoang_toàng
hoang_dã	hoang_dại
hoang_dại	hoang_dã
hoang_phí	hoang_toàng
hoang_phí	phung_phí
hoang_sơ	hoang_vu
hoang_toàng	hà_tiện
hoang_toàng	tằn_tiện
hoang_tưởng	huyễn_tưởng
hoang_vu	hoang_sơ
hoang_đàng	đàng_điếm
hoang_đàng	điếm_đàng
hoi	gây
hom_hem	nhom_nhem
hong	hơ
hoà	huề
hoà_bình	chiến_tranh
hoà_giải	điều_giải
hoà_giải	giải_hoà
hoà_hiếu	hiếu_hoà
hoà_hợp	hoà_hiệp
hoà_tan	hoà_trộn
hoà_thuận	hoà_mục
hoà_thuận	thuận_hoà
hoà_tấu	hợp_tấu
hoài	phí
hoài	uổng
hoài_cảm	cảm_hoài
hoài_nghi	hiềm_nghi
hoài_nghi	hồ_nghi
hoài_vọng	ước_vọng
hoàn	hoàn_trả
hoàn_công	hồi_công
hoàn_hảo	toàn_hảo
hoàn_thành	hoàn_tất
hoàn_trả	hoàn
hoàn_tất	hoàn_thành
hoá	đâm
hoá	đâm_ra
hoá	sinh
hoá	hoang_hoá
hoá_ra	té_ra
hoá_ra	thế_ra
hoá_ra	thì_ra
hoán_vị	thiến
hoáy	hoắm
hoáy	hẳm
hoãn	bông_tai
hoãn	hoa_tai
hoãn	trằm
hoạ	tai
hoạ	tai_hoạ
hoạ	tai_vạ
hoạ	phụ_hoạ
hoạ_chăng	hoạ_may
hoạ_chăng	may_ra
hoạ_may	hoạ_chăng
hoạ_may	may_ra
hoạ_sĩ	hoạ_công
hoạnh_hoẹ	hạch_sách
hoạnh_hoẹ	hoạch_hoẹ
hoả_hoạn	hoả_tai
hoả_thiêu	hoả_táng
hoả_táng	hoả_thiêu
hoả_tốc	cấp_tốc
hoảng_hốt	hốt_hoảng
hoảng_hồn	kinh_hồn
hoảng_hồn	thất_kinh
hoắm	hoáy
hoắm	hẳm
hoặc	hay
hoặc	hay_là
hun	un
hun_hút	tun_hút
hun_đúc	nung_đúc
hun_đúc	un_đúc
hung_bạo	cường_bạo
hung_dữ	hung_hãn
hung_dữ	hung_tợn
hung_hãn	hung_dữ
hung_hãn	hung_tợn
hung_thủ	hung_phạm
huyên_thuyên	huyên_thiên
huyên_thuyên	huyên_thuyên_xích_đế
huyên_thuyên	luyên_thuyên
huyết_mạch	huyết_quản
huyết_quản	huyết_mạch
huyết_thống	huyết_hệ
huyết_thống	huyết_tộc
huyết_tộc	huyết_hệ
huyết_tộc	huyết_thống
huyết_áp	áp_huyết
huyền_bí	kì_bí
huyền_diệu	diệu_huyền
huyền_diệu	diệu_kì
huyền_diệu	kì_diệu
huyền_hoặc	huyễn_hoặc
huyền_ảo	ảo_huyền
huyền_ảo	kì_ảo
huyễn_hoặc	huyền_hoặc
huyễn_hoặc	mê_hoặc
huyễn_tưởng	hoang_tưởng
huýt_sáo	huýt_gió
huơ	hoa
huơ	khoa
huơ	khuơ
huống_gì	huống_chi
huống_gì	huống_hồ
huống_gì	huống_nữa
huỷ_bỏ	bãi_bỏ
huỷ_hoại	phá_huỷ
hà_cớ	cớ_sao
hà_hiếp	hiếp
hà_hiếp	ức_hiếp
hà_khắc	khắc_nghiệt
hà_thủ_ô	hà_thủ_ô_đỏ
hà_tiện	hà_tằn_hà_tiện
hà_tiện	tằn_tiện
hà_tất	bất_tất
hài	bi
hài_hước	hí_hước
hài_hước	khôi_hài
hàm	ngụ
hàm_hồ	hồ_đồ
hàm_súc	súc_tích
hàm_ý	ngụ_ý
hàm_ý	ẩn_ý
hàm_ơn	biết_ơn
hàm_ơn	hàm_ân
hàm_ếch	vòm_miệng
hàn	nhiệt
hàn_huyên	hàn_ôn
hàng	quán
hàng	đầu_hàng
hàng	quy_hàng
hàng_ngũ	đội_ngũ
hàng_phục	đầu_hàng
hàng_phục	quy_phục
hàng_xóm	láng_giềng
hành_dinh	hành_doanh
hành_hình	hành_quyết
hành_hạ	hành_tội
hành_lang	hiên
hành_lí	hành_trang
hành_lí	khăn_gói
hành_quân	hành_binh
hành_tung	tung_tích
hào_phóng	phóng_khoáng
hách	oách
hách_dịch	hách
hách_dịch	hống_hách
hái	ngắt
hám	ham_hố
hám	háo
háo	hám
háo_danh	hiếu_danh
háo_hức	náo_nức
háo_sắc	hiếu_sắc
hát	ca
hát_hò	hát_hỏng
hát_hò	hát_hổng
hát_rong	hát_dạo
hát_ru	hát_ru_con
háu_đói	xấu_đói
hâm	hấp
hâm_mộ	ngưỡng_mộ
hân_hoan	hoan_hỉ
hây_hẩy	hây_hây
hãm	hãm_tài
hãn_hữu	hi_hữu
hão_huyền	viển_vông
hãy	vẫn
hãy	hẵng
hè	thềm
hè	lề_đường
hè	vỉa_hè
hè	hò
hèn	hèn_nhát
hèn_hạ	hèn_mạt
hèn_kém	kém_hèn
hèn_mạt	hèn_hạ
hèn_nhát	can_đảm
hèn_nhát	dũng_cảm
hèn_nhát	gan_dạ
hèn_nào	hèn_chi
hèn_nào	hèn_gì
hèn_nào	thảo_nào
hèn_yếu	yếu_hèn
hé_răng	rỉ_răng
hén	nghe
hén	nhỉ
hén	nhé
héo	tươi
héo_hon	héo_hắt
héo_hắt	héo_hon
hét_lác	thét_lác
hê	quẳng
hên	xui
hì_hục	hì_hụi
hì_hụi	hì_hục
hình_dung	hình_dong
hình_dung	mường_tưởng
hình_dung	mường_tượng
hình_dáng	hình_dạng
hình_dáng	hình_trạng
hình_dạng	dạng_hình
hình_dạng	hình_dáng
hình_dạng	hình_trạng
hình_như	chừng_như
hình_như	dường_như
hình_như	tuồng_như
hình_vị	từ_tố
hí_hoáy	nghí_ngoáy
hí_húi	cắm_cúi
hí_hửng	hí_hởn
hí_hửng	tí_tởn
hích	huých
híp	tít
hò	hè
hò_hét	hò_la
hò_hét	la_hét
hò_la	hò_hét
hò_la	la_hét
hò_reo	reo_hò
hòm	thùng
hòn	viên
hòng	hầu
hóc_búa	gai_góc
hóc_búa	hắc_búa
hóp	lóp
hóp	móp
hót	tâu
hót	ton_hót
hót	hốt
hô	vẩu
hô	vổ
hôi_hám	hôi_rình
hôi_rình	hôi_hám
hôi_tanh	tanh_hôi
hôm_nay	bữa_nay
hôm_qua	bữa_qua
hôm_sớm	đêm_ngày
hôm_sớm	hôm_mai
hôm_sớm	ngày_đêm
hôm_sớm	sớm_hôm
hôn	thơm
hôn	hông
hông	hôn
hõm	hũm
hù_doạ	doạ_dẫm
hùa	vào_hùa
hùng_dũng	kiêu_hùng
hùng_mạnh	hùng_cường
hú	hụ
hú	rúc
hú_vía	hú_hồn
húi	cúp
húi	hớt_tóc
húng_hắng	khúng_khắng
húng_hắng	thúng_thắng
hút	cuốn_hút
hăm_doạ	đe_doạ
hăng	nồng
hăng_máu	hăng_tiết
hơ	hong
hơi_hướng	hơi_hám
hơn	kém
hơn	thua
hơn	thiệt
hư	hư_hỏng
hư	hỏng
hư_không	hư_vô
hư_từ	từ_hư
hư_vô	hư_không
hưng_thịnh	cường_thịnh
hưng_thịnh	hưng_vượng
hưng_thịnh	phồn_thịnh
hưng_vong	hưng_phế
hương	nhang
hương_khói	khói_hương
hương_khói	lửa_hương
hương_khói	nhang_khói
hướng_dẫn	chỉ_dẫn
hướng_tâm	li_tâm
hạ	hè
hạ_cánh	cất_cánh
hạ_màn	mở_màn
hạ_nhục	làm_nhục
hạ_nhục	lăng_nhục
hạ_nhục	nhục_mạ
hạ_nhục	sỉ_nhục
hạ_sát	hạ_thủ
hạ_thủ	hạ_sát
hạ_đẳng	thượng_đẳng
hạch	hạch_lạc
hạch	hạch_sách
hạch	hặc
hạch_sách	hạch
hạch_sách	hạch_lạc
hạch_sách	hoạnh_hoẹ
hại	lợi
hạn	kì_hạn
hạn	thời_hạn
hạn	hạn_vận
hạn	vận_hạn
hạn_hán	lụt_lội
hạn_hán	úng_thuỷ
hạn_hẹp	eo_hẹp
hạnh_phúc	bất_hạnh
hạt	hột
hạt_kín	bí_tử
hạt_trần	khoả_tử
hả	đã
hả	thoả
hả	hử
hả	hỉ
hả	hở
hả_dạ	hả_lòng
hả_dạ	hởi_dạ
hả_dạ	hởi_lòng
hả_giận	lại_gan
hả_hê	hể_hả
hả_hê	hỉ_hả
hải_quan	thương_chính
hải_đăng	đèn_biển
hấp	hâm
hấp_him	hấp_hem
hấp_háy	hó_háy
hấp_háy	hấp_hay
hấp_hối	lâm_chung
hấp_thu	hấp_thụ
hấp_thu	tiếp_thu
hấp_tấp	vội_vã
hầm	bung
hầm	ninh
hầm_hè	gầm_ghè
hầm_hè	hầm_hừ
hầm_hầm	lầm_lầm
hầm_hập	hập
hầm_trú_ẩn	hầm_ẩn_nấp
hầu	hầu_hạ
hầu	hòng
hầu	hồ
hầu_bao	hà_bao
hầu_hạ	hầu
hầu_hạ	phục_dịch
hầu_hết	hồ_hết
hẩm	hẩm_hiu
hẫng	hẫng_hụt
hẫng	hụt_hẫng
hậm_hực	ấm_ức
hận	hờn
hận_thù	cừu_hận
hận_thù	hận_cừu
hận_thù	thù_hận
hậu	hậu_hĩ
hậu	hậu_hĩnh
hậu_bối	hậu_sinh
hậu_duệ	di_duệ
hậu_hoạ	hậu_hoạn
hậu_hĩ	hậu_hĩnh
hậu_kì	mạt_kì
hậu_sinh	hậu_bối
hậu_sự	quan_tài
hậu_trường	hậu_đài
hậu_đãi	khoản_đãi
hậu_đãi	trọng_đãi
hắc_ín	dầu_hắc
hắn	nghỉ
hắn	nó
hắn	y
hắng_giọng	đằng_hắng
hắng_giọng	tằng_hắng
hắt_hủi	hất_hủi
hằn	lằn
hẳm	hoáy
hẳm	hoắm
hẳn	đứt
hẳn	chắc
hẳn_hoi	hẳn_hòi
hẳn_nhiên	dĩ_nhiên
hẳn_nhiên	đương_nhiên
hẳn_nhiên	hiển_nhiên
hẳn_nhiên	tất_nhiên
hẵng	hãy
hẵng	đã
hẹn	hứa
hẹn_hò	hò_hẹn
hẹn_ước	ước_hẹn
hẹp	chật
hẹp_hòi	đại_lượng
hẹp_hòi	độ_lượng
hẹp_hòi	rộng_lượng
hẻo_lánh	heo_hút
hếch	hớt
hết	cả
hết_hồn	bạt_vía
hết_hồn	hết_hồn_hết_vía
hết_hồn	hết_vía
hết_hồn	khiếp_vía
hết_lòng	hết_dạ
hết_lẽ	hết_nhẽ
hết_lời	cạn_lời
hết_mực	hết_mức
hết_mực	rất_đỗi
hết_mực	rất_mực
hết_sức	vô_cùng
hết_thảy	tất_tật
hết_thảy	tất_thảy
hết_ý	hết_sảy
hết_đời	rồi_đời
hết_đời	xong_đời
hề	hề_hấn
hể_hả	hả_hê
hể_hả	hỉ_hả
hễ	động
hệ_miễn_dịch	hệ_miễn_nhiễm
hệ_trọng	can_hệ
hệt	y
hỉ	xì
hỉ	xỉ
hỉnh	hểnh
họ	gia_tộc
họ	hụi
họ_mạc	họ_đương
học_lỏm	học_lóm
học_sinh	học_trò
học_thức	học_vấn
học_vấn	học_thức
học_đòi	đua_đòi
học_đòi	theo_đòi
họp	hội
họp_hành	hội_họp
họp_mặt	gặp_mặt
hỏi	đáp
hỏi	trả_lời
hỏng	hỏng_hóc
hỏng	hư
hỏng	hư_hỏng
hỏng_hóc	hỏng
hố	hớ
hốc	đớp
hốc	ngốn
hốc	tọng
hốc	xực
hối	hối_hận
hối_cải	cải_hối
hối_cải	hối_lỗi
hối_cải	sám_hối
hối_hận	ân_hận
hối_lỗi	hối_cải
hối_lộ	đút_lót
hối_thúc	giục_giã
hối_thúc	thúc_giục
hống_hách	hách_dịch
hồ	xâu
hồ_nghi	hiềm_nghi
hồ_nghi	hoài_nghi
hồ_đồ	hàm_hồ
hồi	đại_hồi
hồi	hồi_hương
hồi	cữ
hồi	dạo
hồi	lúc
hồi_phục	bình_phục
hồi_phục	phục_hồi
hồi_tưởng	hồi_ức
hồi_tỉnh	lai_tỉnh
hồi_âm	phúc_âm
hồi_ức	hồi_tưởng
hồn	linh_hồn
hồn_hậu	đôn_hậu
hồn_hậu	hiền_hậu
hồn_vía	hồn_mai
hồn_vía	hồn_phách
hồng	hường
hồng_lâu	bình_khang
hồng_ngọc	ruby
hồng_quân	con_tạo
hồng_quân	hoá_công
hồng_quân	hoá_nhi
hồng_điều	hồng_đơn
hổ_lốn	hẩu_lốn
hổ_lốn	hỗn_tạp
hổ_thẹn	hổ_hang
hổ_thẹn	hổ_ngươi
hổ_thẹn	xấu_hổ
hổn_hển	hào_hển
hỗ_trợ	tương_trợ
hỗn	láo
hỗn_hào	hỗn_láo
hỗn_hào	hỗn_xược
hỗn_láo	hỗn_hào
hỗn_láo	hỗn_xược
hỗn_tạp	hỗn_hợp
hỗn_tạp	hổ_lốn
hỗn_xược	hỗn_hào
hỗn_xược	hỗn_láo
hỗn_xược	láo_xược
hộ_mệnh	hộ_mạng
hộ_sinh	bảo_sanh
hộ_tống	hộ_vệ
hộ_vệ	hộ_tống
hội_họp	họp_hành
hội_sở	trụ_sở
hội_thoại	đối_thoại
hớ	hố
hớp	hụm
hớp	ngụm
hớt_hải	hơ_hải
hớt_lẻo	mách_lẻo
hớt_tóc	cúp
hớt_tóc	húi
hờ_hững	hững_hờ
hờ_hững	lãnh_đạm
hờ_hững	thờ_ơ
hời_hợt	nông_cạn
hờn	dỗi
hờn	giận
hờn	hận
hờn_giận	giận_dỗi
hờn_giận	giận_hờn
hở	kín
hởi_dạ	hả_dạ
hởi_dạ	hả_lòng
hởi_dạ	hởi_lòng
hỡi_ôi	hỡi_ơi
hợi	hợm_hĩnh
hợi	hợm_mình
hợm_hĩnh	hợm_mình
hợm_mình	hợm_hĩnh
hợp	hiệp
hợp	hạp
hợp	phù_hợp
hợp_lí	có_lí
hợp_lệ	hợp_thức
hợp_lực	hiệp_lực
hợp_nhất	thống_nhất
hợp_pháp	phi_pháp
hợp_tan	tan_hợp
hợp_thức	hợp_lệ
hợp_tuyển	tuyển_tập
hợp_tác	hiệp_tác
hợp_ý	vừa_ý
hợp_đồng	giao_kèo
hụp	ngụp
hụt_hẫng	hẫng
hụt_hẫng	hẫng_hụt
hủ_lậu	cổ_hủ
hứa	hẹn
hứa	hứa_hẹn
hứa_hão	hứa_hươu_hứa_vượn
hứng	hứng_thú
hửng	hảnh
hữu_hiệu	vô_hiệu
hữu_hình	vô_hình
hữu_hạn	vô_hạn
hữu_nghị	hữu_hảo
hữu_quan	sở_quan
hữu_sinh	vô_sinh
hữu_tình	vô_tình
hữu_ích	bổ_ích
hữu_ích	hữu_dụng
hữu_ý	vô_tình
hực	hừng_hực
im	yên
im	lặng
im_lặng	lặng_im
im_re	im_thít
im_thít	im_re
in_ấn	ấn_loát
keo_kiệt	bần_tiện
keo_kiệt	đá
keo_kiệt	keo_kiết
keo_kiệt	kẹo
keo_xỉn	ki_bo
khai_giảng	khai_trường
khai_hoang	khai_khẩn
khai_hoang	khẩn_hoang
khai_hoả	phát_hoả
khai_khẩn	khai_phá
khai_mào	khơi_mào
khai_mạc	bế_mạc
khai_phá	khai_khẩn
khai_thác	khai_khẩn
khai_trường	khai_giảng
khai_trường	khai_học
khai_trừ	kết_nạp
kham_khổ	khem_khổ
khao_khát	khát_khao
khao_khát	thèm_khát
khe	kẽ
khen	khen_ngợi
khen_ngợi	ngợi_khen
khi	lúc
khinh	coi_thường
khinh	khinh_thường
khinh_binh	khinh_quân
khinh_khi	khi_dể
khinh_khi	khinh_rẻ
khinh_mạn	khi_mạn
khinh_nhờn	kính_nể
khinh_nhờn	kính_trọng
khinh_rẻ	khi_dể
khinh_rẻ	khinh_khi
khinh_rẻ	rẻ_khinh
khinh_thường	coi_thường
khinh_thường	khinh
khiêm_nhường	khiêm_nhượng
khiêm_tốn	kiêu
khiêm_tốn	kiêu_căng
khiêm_tốn	kiêu_ngạo
khiên_cưỡng	gượng_ép
khiêng	khênh
khiêu_vũ	dancing
khiêu_vũ	nhảy_đầm
khiếm_khuyết	khuyết_thiếu
khiếm_nhã	bất_nhã
khiếp	ghê
khiếp	gớm
khiếp	kinh
khiếp_vía	bạt_vía
khiếp_vía	hết_hồn
khiếp_vía	hết_vía
khiếp_vía	khiếp_vía_kinh_hồn
khiếp_vía	mất_vía
khiếp_đảm	khiếp_đởm
khiếp_đảm	khiếp_vía
khiếp_đảm	thất_đảm
khiếu	năng_khiếu
kho_bạc	ngân_khố
khoa	hoa
khoa	huơ
khoa	khuơ
khoa_bảng	khoa_giáp
khoa_bảng	khoa_mục
khoa_bảng	khoa_trường
khoa_trương	phô_trương
khoan	mau
khoan	nhặt
khoan_dung	độ_lượng
khoan_dung	khoan_thứ
khoan_dung	rộng_lượng
khoan_nhượng	nhân_nhượng
khoan_thai	ung_dung
khoanh_tay	bó_tay
khoe	khoe_khoang
khoác	bá
khoác	quàng
khoác	choàng
khoác_lác	khuếch_khoác
khoác_lác	phách_lác
khoác_lác	phét_lác
khoái	sướng
khoái_chí	đắc_chí
khoái_chí	khoái_trá
khoái_chí	thích_chí
khoái_lạc	hoan_lạc
khoái_trá	khoái_chí
khoáng_đãng	thoáng_đãng
khoáng_đãng	thoáng_đạt
khoáng_đạt	phóng_khoáng
khoèo	kều
khoèo	khều
khoèo	quèo
khoả_thân	loã_thể
khoả_thân	nuy
khoản_đãi	hậu_đãi
khoản_đãi	trọng_đãi
khoảng	chừng
khoảng	cỡ
khoảng	độ
khoảng	quãng
khoảnh	mảnh
khoảnh_khắc	giây_khắc
khoảnh_khắc	giây_lát
khoảnh_khắc	phút_chốc
khoắng	khuấy
khoắng	khua_khoắng
khoằm	khoăm
khoằm	khoặm
khoẻ	mạnh
khung	khuông
khung	sườn
khuy	cúc
khuynh_hướng	xu_hướng
khuyên_bảo	bảo_ban
khuyên_bảo	dạy_bảo
khuyên_giáo	quyên_giáo
khuyên_nhủ	khuyên_lơn
khuyết	khuy
khuyết_thiếu	khiếm_khuyết
khuyết_thiếu	khuyết_hám
khuyết_tật	dị_tật
khuyết_điểm	lỗi
khuây	khuây_khoả
khuây_khoả	nguôi_ngoai
khuôn_khổ	phạm_vi
khuôn_phép	mực_thước
khuất_bóng	khuất_núi
khuất_khúc	khúc_khuỷu
khuất_núi	khuất_bóng
khuất_tất	ám_muội
khuất_tất	bất_minh
khuất_tất	đen_tối
khuất_tất	mờ_ám
khuẩn	mất
khuỵu	khuỵ
khuỵu	quỵ
khác	giống
khác_biệt	dị_biệt
khác_thường	dị_thường
khách	khách_khứa
khái_quát	đại_quát
khám	khám_xét
kháng_cự	chống_cự
kháng_cự	phản_kháng
kháng_án	chống_án
khánh_kiệt	khánh_tận
kháu	kháu_khỉnh
khâm_phục	bái_phục
khâm_phục	thán_phục
khâu	mắt_xích
khéo	khéo_léo
khéo_léo	vụng_về
khéo_mồm	khéo_miệng
khéo_mồm	khéo_mồm_khéo_miệng
khêu_gợi	khơi_gợi
khí_huyết	huyết_khí
khí_khái	khảng_khái
khí_khái	khẳng_khái
khí_sắc	thần_sắc
khía_cạnh	góc_cạnh
khích	hích
khích_lệ	cổ_vũ
khích_lệ	động_viên
khít_khao	khít_khịt
khít_khao	khít_rịt
khít_rịt	khít_khao
khít_rịt	khít_khịt
khó	dễ
khó	giàu
khó_chịu	dễ_chịu
khó_coi	dễ_coi
khó_khăn	dễ_dàng
khó_tính	khó_tính_khó_nết
khóc_than	than_khóc
khóm	cụm
khô	khô_khan
khô_cằn	màu_mỡ
khô_khan	ướt_át
khô_ráo	ẩm_thấp
khô_ráo	ẩm_ướt
khô_ráo	ướt_át
khôi_hài	hài_hước
khôi_ngô	tuấn_tú
khôn	dại
khôn	khờ
khôn_cùng	vô_cùng
khôn_cùng	khôn_xiết
khôn_khéo	vụng_dại
khôn_lớn	lớn_khôn
khôn_xiết	khôn_cùng
khôn_xiết	vô_cùng
không	không_trung
không	chẳng
không	chớ
không_biết_chừng	chưa_biết_chừng
không_biết_chừng	chưa_chừng
không_biết_chừng	không_chừng
không_biết_chừng	không_khéo
không_khéo	chưa_biết_chừng
không_khéo	chưa_chừng
không_khéo	không_chừng
không_khéo	không_biết_chừng
không_lẽ	chẳng_lẽ
không_lẽ	có_lẽ_nào
không_lẽ	dễ_thường
không_lẽ	khôn_lẽ
không_lẽ	lẽ_nào
không_những	chẳng_những
không_thể	chẳng_thể
không_tài_nào	không_tài_gì
không_ít_thì_nhiều	không_nhiều_thì_ít
không_đâu	chẳng_đâu_vào_đâu
không_đâu	không_đâu_vào_đâu
khúc	đoạn
khúc_khuỷu	khuất_khúc
khúc_khích	khinh_khích
khúc_khích	rúc_rích
khúc_mắc	uẩn_khúc
khúc_nhôi	khúc_nôi
khăn_gói	hành_lí
khăn_xếp	khăn_đóng
khăng_khít	khắn_khít
khăng_khít	mật_thiết
khăng_khăng	một_mực
khăng_khăng	nhất_định
khăng_khăng	nhất_mực
khăng_khăng	nhất_quyết
khơi	khươi
khơi_gợi	khêu_gợi
khư_khư	bo_bo
khước_từ	từ_khước
khảm	cẩn
khản	khan
khảng_khái	khẳng_khái
khảng_khái	khí_khái
khấn	khấn_khứa
khấp_khểnh	gập_ghềnh
khẩn	khẩn_cấp
khẩn_cấp	cấp_bách
khẩn_cấp	khẩn
khẩn_cấp	nguy_cấp
khẩn_hoang	khai_hoang
khập_khiễng	cà_nhắc
khập_khiễng	khập_khễnh
khật_khưỡng	ngật_ngưỡng
khắc	tự_khắc
khắc_nghiệt	hà_khắc
khắt_khe	khe_khắt
khẳng_khiu	khẳng_kheo
khẳng_khiu	ngẳng_nghiu
khẳng_định	phủ_định
khặc_khừ	khật_khừ
khẽ_khàng	sẽ_sàng
khều	kều
khều	khoèo
khều	quèo
khệ_nệ	kệ_nệ
khệ_nệ	lễ_mễ
khệnh_khạng	kệ_nệ
khệnh_khạng	khệ_nệ
khệnh_khạng	khụng_khiệng
khỉ	khẹc
khỉ_gió	khí_gió
khốc_liệt	ác_liệt
khối	ối
khối	vô_khối
khối	vô_số
khốn_nỗi	khổ_một_nỗi
khốn_nỗi	khốn_một_nỗi
khống_chỉ	lưu_không
khổ	sướng
khổ_sở	sung_sướng
khổ_thân	tội_nghiệp
khổng_lồ	đồ_sộ
khới	gặm
khớp	khuýp
khờ	dại
khờ	đần
khờ_dại	dại_khờ
khờ_khạo	ngờ_nghệch
khởi_hành	lên_đường
khởi_hành	xuất_hành
khởi_hành	xuất_phát
khởi_phát	phát_khởi
khởi_sự	cử_sự
khởi_xướng	chủ_xướng
khởi_xướng	đề_xướng
khởi_xướng	thủ_xướng
khởi_đầu	kết_thúc
khởi_động	phát_động
khụng_khiệng	khệnh_khạng
khủng_khiếp	kinh_khủng
khử	trừ_khử
khử_trùng	diệt_trùng
khử_trùng	sát_trùng
khử_trùng	tiệt_trùng
khử_trùng	vô_trùng
khựng	chững
khựng	chựng
khựng	sững
khựng	sựng
ki_bo	keo_kiệt
ki_cóp	kí_cóp
kia	tê
kia	cơ
kia_mà	cơ_mà
kim_cương	xoàn
kim_cổ	cổ_lai
kim_đan	kim_đơn
kim_đan	linh_đan
kim_đan	linh_đơn
kinh	ghê
kinh	gớm
kinh	khiếp
kinh_doanh	kinh_dinh
kinh_hoàng	kinh_hồn
kinh_hãi	hãi_kinh
kinh_hồn	kinh_hoàng
kinh_hồn	hoảng_hồn
kinh_hồn	thất_kinh
kinh_ngạc	sửng_sốt
kinh_niên	mãn_tính
kinh_tởm	ghê_tởm
kinh_tởm	tởm_lợm
kinh_độ	độ_kinh
kiên_cường	cương_cường
kiên_cố	vững_chắc
kiên_nghị	cương_nghị
kiên_nhẫn	nhẫn_nại
kiên_quyết	cương_quyết
